occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
401692,occ,,,38533,n. gen. Chubutisaurus n. sp. insignis,species,53963,,Chubutisaurus insignis,species,53963,Albian,Cenomanian,113,93.9,10338
401749,occ,18835,,38539,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Cenomanian,,100.5,93.9,19582
402855,occ,,,38654,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Hauterivian,,132.9,129.4,10368
402864,occ,,,24883,n. gen. Shunosaurus n. sp. lii,species,56457,,Shunosaurus lii,species,56457,Bajocian,Callovian,170.3,163.5,17258
402868,occ,,,24883,n. gen. Datousaurus n. sp. bashanensis,species,52771,,Datousaurus bashanensis,species,52771,Bajocian,Callovian,170.3,163.5,7755
403021,occ,,F,38677,Megaloolithus pseudomamillare,species,72342,subjective synonym of,Megaloolithus baghensis,species,81824,Late Campanian,,83.5,70.6,10378
403034,occ,18823,,38682,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,39507
403117,occ,25834,,24563,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Kimmeridgian,,157.3,152.1,38078
403161,occ,28981,,38682,Somphospondyli indet.,unranked clade,66514,,Somphospondyli,unranked clade,66514,Campanian,Maastrichtian,83.6,66,47874
403163,occ,,,38682,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Campanian,Maastrichtian,83.6,66,19440
404801,occ,18457,F,13777,Faveoloolithus ningxiaensis,species,84322,,Faveoloolithus ningxiaensis,species,84322,Middle Campanian,,83.5,70.6,14217
405116,occ,19032,,38866,n. gen. Suuwassea n. sp. emilieae,species,57364,,Suuwassea emilieae,species,57364,Late Kimmeridgian,Tithonian,155.7,145,10483
405117,occ,,,38867,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,10492
405147,occ,,,38872,Diplodocus carnegii,species,65917,,Diplodocus carnegii,species,65917,Kimmeridgian,Tithonian,157.3,145,13903
405199,occ,34584,,38883,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,,157.3,152.1,50456
405433,occ,,,38912,"""Gigantosaurus"" dixeyi",species,57457,recombined as,Malawisaurus dixeyi,species,57457,Aptian,,125,113,5789
405440,occ,,,38916,"""Gigantosaurus"" dixeyi",species,57457,recombined as,Malawisaurus dixeyi,species,57457,Aptian,,125,113,5789
405442,occ,13121,,38916,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Aptian,,125,113,13589
405449,occ,28980,,38918,Somphospondyli indet.,unranked clade,66514,,Somphospondyli,unranked clade,66514,Aptian,Albian,125,100.5,47874
405527,occ,21972,,38952,n. gen. Epachthosaurus n. sp. sciuttoi,species,57467,,Epachthosaurus sciuttoi,species,57467,Late Cenomanian,Early Turonian,99.6,89.3,24617
405967,occ,,,39074,n. gen. Rapetosaurus n. sp. krausei,species,57533,,Rapetosaurus krausei,species,57533,Maastrichtian,,72.1,66,24618
405968,occ,,,25074,Rapetosaurus krausei,species,57533,,Rapetosaurus krausei,species,57533,Maastrichtian,,72.1,66,10556
407849,occ,,,39235,n. gen. Rhoetosaurus n. sp. brownei,species,57575,,Rhoetosaurus brownei,species,57575,Bajocian,,170.3,168.3,10599
408069,occ,,,39253,Morosaurus n. sp. lentus,species,63764,recombined as,Camarasaurus lentus,species,63764,Kimmeridgian,Tithonian,157.3,145,10620
408070,occ,,,39253,Morosaurus sp.,genus,52968,subjective synonym of,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,10606
408077,occ,,,39253,Morosaurus ? sp.,genus,52968,subjective synonym of,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,10606
408079,occ,18815,,39253,Brachiosaurus ? sp.,genus,38677,,Brachiosaurus,genus,38677,Kimmeridgian,Tithonian,157.3,145,19565
408084,occ,,,28366,Morosaurus n. sp. agilis,species,63765,,Morosaurus agilis,species,63765,Kimmeridgian,Tithonian,157.3,145,12045
408085,occ,,,28366,n. gen. Haplocanthus n. sp. priscus,species,57370,recombined as,Haplocanthosaurus priscus,species,57370,Kimmeridgian,Tithonian,157.3,145,10485
408086,occ,,,28366,Haplocanthosaurus n. sp. utterbacki,species,64503,subjective synonym of,Haplocanthosaurus priscus,species,57370,Kimmeridgian,Tithonian,157.3,145,12960
408088,occ,,,28366,Brontosaurus sp.,genus,52983,,Brontosaurus,genus,52983,Kimmeridgian,Tithonian,157.3,145,10606
408386,occ,,,28366,Brachiosaurus sp.,genus,38677,,Brachiosaurus,genus,38677,Kimmeridgian,Tithonian,157.3,145,10618
408395,occ,,,13212,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,10618
408396,occ,,,13212,Pleurocoelus n. sp. montanus,species,67182,subjective synonym of,Camarasaurus grandis,species,52961,Kimmeridgian,Tithonian,157.3,145,14074
408398,occ,,,13212,n. gen. Morosaurus n. sp. impar,species,52967,subjective synonym of,Camarasaurus grandis,species,52961,Kimmeridgian,Tithonian,157.3,145,7813
408399,occ,,,13212,Morosaurus n. sp. robustus,species,64747,subjective synonym of,Camarasaurus grandis,species,52961,Kimmeridgian,Tithonian,157.3,145,7803
408400,occ,,,13212,Apatosaurus n. sp. grandis,species,52961,recombined as,Camarasaurus grandis,species,52961,Kimmeridgian,Tithonian,157.3,145,7811
408402,occ,,,39253,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,10618
408733,occ,,,39337,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,10618
408736,occ,,,39338,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,10618
408738,occ,,,39339,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,10618
408740,occ,,,39340,Morosaurus grandis,species,64505,recombined as,Camarasaurus grandis,species,52961,Kimmeridgian,Tithonian,157.3,145,10618
408747,occ,,,39342,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,10618
408748,occ,,,39342,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,10618
408749,occ,,,39342,Barosaurus sp.,genus,38666,,Barosaurus,genus,38666,Kimmeridgian,Tithonian,157.3,145,10618
408755,occ,,,39344,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,10618
408760,occ,,,39347,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,10618
408761,occ,,,39347,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,10618
408772,occ,,,12816,Morosaurus sp.,genus,52968,subjective synonym of,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,10667
408830,occ,,,39368,n. gen. Brontosaurus n. sp. excelsus,species,52982,,Brontosaurus excelsus,species,52982,Kimmeridgian,Tithonian,157.3,145,7814
408839,occ,,,39369,Brontosaurus n. sp. amplus,species,52991,subjective synonym of,Brontosaurus excelsus,species,52982,Kimmeridgian,Tithonian,157.3,145,7816
408852,occ,,,39370,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,10618
408855,occ,,,39370,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,10618
408912,occ,,,28382,Diplodocus n. sp. lacustris,species,57629,nomen dubium,Flagellicaudata,unranked clade,57361,Kimmeridgian,Tithonian,157.3,145,10626
408913,occ,,,13341,n. gen. Apatosaurus n. sp. ajax,species,52958,,Apatosaurus ajax,species,52958,Kimmeridgian,Tithonian,157.3,145,7811
408914,occ,,,13341,Atlantosaurus n. sp. immanis,species,52966,nomen dubium,Apatosaurinae,unranked clade,66543,Kimmeridgian,Tithonian,157.3,145,7813
408917,occ,,,39375,Titanosaurus n. sp. montanus,species,52963,nomen dubium,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,7812
408920,occ,,,39376,Apatosaurus ajax,species,52958,,Apatosaurus ajax,species,52958,Kimmeridgian,Tithonian,157.3,145,10618
408921,occ,12303,,39377,Diplodocus longus,species,52920,,Diplodocus longus,species,52920,Kimmeridgian,Tithonian,157.3,145,12896
409321,occ,33203,,11611,Apatosaurus louisae,species,57752,,Apatosaurus louisae,species,57752,Kimmeridgian,Tithonian,157.3,145,61877
409322,occ,,,11611,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,63753
409324,occ,33204,,11611,Diplodocinae indet.,unranked clade,65916,,Diplodocinae,unranked clade,65916,Kimmeridgian,Tithonian,157.3,145,61877
409325,occ,33205,,11611,Diplodocinae indet.,unranked clade,65916,,Diplodocinae,unranked clade,65916,Kimmeridgian,Tithonian,157.3,145,61877
409343,occ,,,39423,n. gen. Losillasaurus n. sp. giganteus,species,57685,,Losillasaurus giganteus,species,57685,Middle Tithonian,Early Berriasian,150.8,140.2,10657
410609,occ,,,39658,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Jurassic,Late Jurassic,174.1,145,33394
410862,occ,34728,,39680,n. gen. Sibirotitan n. sp. astrosacralis,species,371006,,Sibirotitan astrosacralis,species,371006,Barremian,Aptian,129.4,113,65771
410863,occ,34729,,39680,Sibirotitan astrosacralis,species,371006,,Sibirotitan astrosacralis,species,371006,Barremian,Aptian,129.4,113,65771
457534,occ,31124,,13307,n. gen. Saltasaurus n. sp. loricatus,species,58838,,Saltasaurus loricatus,species,58838,Early Maastrichtian,,70.6,66,11730
457541,occ,,,45088,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Early Maastrichtian,83.6,66,11740
457568,occ,23702,,45087,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Early Maastrichtian,83.6,66,34687
457569,occ,,,45087,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Early Maastrichtian,83.6,66,11740
457789,occ,,,45091,n. gen. Tangvayosaurus n. sp. hoffeti,species,58857,,Tangvayosaurus hoffeti,species,58857,Aptian,Albian,125,100.5,11745
457790,occ,,,45092,Tangvayosaurus hoffeti,species,58857,,Tangvayosaurus hoffeti,species,58857,Aptian,Albian,125,100.5,11745
457793,occ,,,45094,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Aptian,Albian,125,100.5,11747
458327,occ,31206,,45153,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Early Aptian,,125.45,122.46,55386
458363,occ,,,45168,Nemegtosauridae indet.,family,56411,,Nemegtosauridae,family,56411,Barremian,Aptian,129.4,113,11756
458370,occ,,,45167,Mamenchisauridae indet.,family,53026,,Mamenchisauridae,family,53026,Barremian,Aptian,129.4,113,11756
458374,occ,,,45171,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,11764
458375,occ,,,45172,n. gen. Hudiesaurus n. sp. sinojapanorum,species,58890,,Hudiesaurus sinojapanorum,species,58890,Late Jurassic,,163.5,145,11762
460035,occ,13174,,13209,Titanosaurus ? sp.,genus,38694,,Titanosaurus,genus,38694,Campanian,,83.6,72.1,13712
460631,occ,,,45407,n. gen. Bonitasaura n. sp. salgadoi,species,58913,,Bonitasaura salgadoi,species,58913,Santonian,,86.3,83.6,11820
460633,occ,15766,,45408,n. gen. Huabeisaurus n. sp. allocotus,species,71977,,Huabeisaurus allocotus,species,71977,Cenomanian,Campanian,100.5,72.1,16768
460637,occ,,,45409,n. gen. Andesaurus n. sp. delgadoi,species,58918,,Andesaurus delgadoi,species,58918,Early Cenomanian,,99.6,93.5,11825
460766,occ,,,45437,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Maastrichtian,,70.6,66,11838
461096,occ,,,45488,Titanosaurus sp.,genus,38694,,Titanosaurus,genus,38694,Late Cretaceous,,100.5,66,11901
461663,occ,,,45553,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Late Maastrichtian,,70.6,66,11959
463030,occ,,,28366,Morosaurus ? agilis,species,63765,,Morosaurus agilis,species,63765,Kimmeridgian,Tithonian,157.3,145,12045
463300,occ,34644,,45718,Alamosaurus sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Maastrichtian,,72.1,66,12090
463303,occ,,,45721,Alamosaurus sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Maastrichtian,,72.1,66,12090
463306,occ,,,45722,Alamosaurus sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Maastrichtian,,72.1,66,12090
463322,occ,,,45725,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Cenomanian,,100.5,93.9,12093
463694,occ,,,45797,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Oxfordian,Late Oxfordian,161.2,155.7,12142
464523,occ,13362,,45880,Macrurosaurus n. sp. semnus,species,63717,nomen dubium,Titanosauriformes,unranked clade,57468,Late Albian,,105.3,99.6,12208
464524,occ,13363,,45881,Macrurosaurus n. sp. semnus,species,63717,nomen dubium,Titanosauriformes,unranked clade,57468,Late Albian,,105.3,99.6,12208
464525,occ,13352,,45882,n. gen. Dinodocus n. sp. mackesoni,species,63719,nomen dubium,Macronaria,unranked clade,57438,Early Aptian,,125.45,122.46,12212
464839,occ,,F,45900,Sphaerovum erbeni,species,56970,nomen dubium,Sphaerovum,genus,56949,Campanian,Maastrichtian,83.6,66,12226
464841,occ,,F,45901,Sphaerovum erbeni,species,56970,nomen dubium,Sphaerovum,genus,56949,Campanian,Maastrichtian,83.6,66,12226
464972,occ,,,45936,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Bathonian,,168.3,166.1,12236
464974,occ,,,45937,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Bathonian,,168.3,166.1,12236
464977,occ,,,45938,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Bathonian,,168.3,166.1,12236
464979,occ,,,45939,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Jurassic,,163.5,145,12236
464980,occ,,,45940,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Jurassic,,163.5,145,12236
464981,occ,12061,,45941,n. gen. Atlasaurus n. sp. imelakei,species,63744,,Atlasaurus imelakei,species,63744,Bathonian,,168.3,166.1,12237
464985,occ,,,45943,Rebbachisaurus garasbae,species,65368,,Rebbachisaurus garasbae,species,65368,Albian,Cenomanian,113,93.9,12241
464986,occ,,,45944,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,12241
465103,occ,,,45954,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Jurassic,,163.5,145,12236
465107,occ,,,45956,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Bathonian,Late Bathonian,167.7,164.7,12236
465109,occ,22141,,45958,Cetiosaurus mogrebiensis,species,63781,nomen dubium,Cetiosaurus,genus,38657,Middle Bathonian,Late Bathonian,167.7,164.7,12258
465111,occ,,,45960,Cetiosaurus mogrebiensis,species,63781,nomen dubium,Cetiosaurus,genus,38657,Middle Bathonian,Late Bathonian,167.7,164.7,12258
465114,occ,,,45963,Cetiosaurus mogrebiensis,species,63781,nomen dubium,Cetiosaurus,genus,38657,Middle Bathonian,Late Bathonian,167.7,164.7,12258
465115,occ,,,45964,Cetiosaurus n. sp. mogrebiensis,species,63781,nomen dubium,Cetiosaurus,genus,38657,Middle Bathonian,Late Bathonian,167.7,164.7,12258
465118,occ,,,45965,Cetiosaurus mogrebiensis,species,63781,nomen dubium,Cetiosaurus,genus,38657,Middle Bathonian,Late Bathonian,167.7,164.7,12258
465123,occ,,,45970,Cetiosaurus mogrebiensis,species,63781,nomen dubium,Cetiosaurus,genus,38657,Middle Bathonian,Late Bathonian,167.7,164.7,12258
465132,occ,12607,,45975,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Late Kimmeridgian,Early Tithonian,155.7,145,13255
465133,occ,12062,,45975,n. gen. Ultrasaurus n. sp. macintoshi,species,56449,subjective synonym of,Supersaurus vivianae,species,56455,Late Kimmeridgian,Early Tithonian,155.7,145,12262
465134,occ,34161,,45975,n. gen. Supersaurus n. sp. vivianae,species,56455,,Supersaurus vivianae,species,56455,Late Kimmeridgian,Early Tithonian,155.7,145,12262
465135,occ,,,45975,n. gen. Dystylosaurus n. sp. edwini,species,63786,subjective synonym of,Supersaurus vivianae,species,56455,Late Kimmeridgian,Early Tithonian,155.7,145,12262
465497,occ,27801,,46076,n. gen. Comahuesaurus n. sp. windhauseni,species,251280,,Comahuesaurus windhauseni,species,251280,Aptian,Albian,125,100.5,43621
467532,occ,,,46460,Barosaurus sp.,genus,38666,,Barosaurus,genus,38666,Kimmeridgian,,157.3,152.1,58804
467533,occ,,,46460,Morosaurus sp.,genus,52968,subjective synonym of,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,58804
467541,occ,,,46465,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,,157.3,152.1,12389
467542,occ,26961,,46465,Brachiosaurus sp.,genus,38677,,Brachiosaurus,genus,38677,Kimmeridgian,,157.3,152.1,41898
467548,occ,26087,,46465,cf. Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,,157.3,152.1,14821
467549,occ,,,46465,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,12389
467551,occ,27916,,46462,n. gen. Kaatedocus n. sp. siberi,species,253020,,Kaatedocus siberi,species,253020,Kimmeridgian,,157.3,152.1,43977
467556,occ,,,46469,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,,157.3,152.1,12389
468396,occ,,,46545,Neosauropoda indet.,unranked clade,57439,,Neosauropoda,unranked clade,57439,Callovian,,166.1,163.5,12416
468457,occ,,,46550,Patagosaurus sp.,genus,38662,,Patagosaurus,genus,38662,Callovian,,166.1,163.5,12418
471843,occ,17915,,46888,Lithostrotia indet.,unranked clade,71974,,Lithostrotia,unranked clade,71974,Aptian,Cenomanian,125,93.9,17230
471964,occ,,,46897,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Coniacian,Santonian,89.8,83.6,12460
471968,occ,,F,46888,Megaloolithidae indet.,unranked clade,65555,,Megaloolithidae,unranked clade,65555,Aptian,Cenomanian,125,93.9,12461
472012,occ,,,46905,cf. Chiayusaurus sp.,genus,38700,nomen dubium,Sauropoda,unranked clade,38653,Valanginian,Albian,139.8,100.5,12466
472295,occ,,,46931,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Valanginian,Albian,139.8,100.5,12466
472567,occ,,,46974,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Oxfordian,,163.5,157.3,19693
472683,occ,,,14518,Alamosaurus sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Lancian,,70.6,66,23604
472698,occ,13527,,46992,n. gen. Alamosaurus n. sp. sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Lancian,,70.6,66,14569
472832,occ,,,47010,Alamosaurus sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Lancian,,70.6,66,12486
474519,occ,,,47065,Camarasaurus grandis,species,67181,,Camarasaurus grandis,species,52961,Kimmeridgian,,157.3,152.1,12534
474520,occ,,,47065,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,,157.3,152.1,12534
474524,occ,,,21852,Apatosaurus n. sp. louisae,species,57752,,Apatosaurus louisae,species,57752,Early Tithonian,,150.8,145,14351
474559,occ,26483,,47070,n. gen. Helopus n. sp. zdanskyi,species,64281,recombined as,Euhelopus zdanskyi,species,64281,Tithonian,Aptian,152.1,113,18021
474577,occ,15648,,47071,n. gen. Omeisaurus n. sp. junghsiensis,species,56461,,Omeisaurus junghsiensis,species,56461,Middle Jurassic,,174.1,163.5,12538
474578,occ,15649,,47072,Omeisaurus ? junghsiensis,species,56461,,Omeisaurus junghsiensis,species,56461,Middle Jurassic,,174.1,163.5,12538
474628,occ,,,47076,cf. Omeisaurus junghsiensis,species,56461,,Omeisaurus junghsiensis,species,56461,Tithonian,,152.1,145,12540
474631,occ,,,47077,cf. Omeisaurus junghsiensis,species,56461,,Omeisaurus junghsiensis,species,56461,Tithonian,,152.1,145,12540
